Quote,Author,Tag
"“There are two basic motivating forces: fear and love. When we are afraid, we pull back from life. When we are in love, we open to all that life has to offer with passion, excitement, and acceptance. We need to learn to love ourselves first, in all our glory and our imperfections. If we cannot love ourselves, we cannot fully open to our ability to love others or our potential to create. Evolution and all hopes for a better world rest in the fearlessness and open-hearted vision of people who embrace life.”",John Lennon,life
“Get busy living or get busy dying.”,"Stephen King,",life
"“If the world were merely seductive, that would be easy. If it were merely challenging, that would be no problem. But I arise in the morning torn between a desire to improve the world and a desire to enjoy the world. This makes it hard to plan the day.”",E.B. White,life
"“These woods are lovely, dark and deep,But I have promises to keep,And miles to go before I sleep,And miles to go before I sleep.”","Robert Frost,",life
"“All the world is made of faith, and trust, and pixie dust.”","J.M. Barrie,",life
"“To love. To be loved. To never forget your own insignificance. To never get used to the unspeakable violence and the vulgar disparity of life around you. To seek joy in the saddest places. To pursue beauty to its lair. To never simplify what is complicated or complicate what is simple. To respect strength, never power. Above all, to watch. To try and understand. To never look away. And never, never to forget.”","Arundhati Roy,",life
"“There will come a time when all of us are dead. All of us. There will come a time when there are no human beings remaining to remember that anyone ever existed or that our species ever did anything. There will be no one left to remember Aristotle or Cleopatra, let alone you. Everything that we did and built and wrote and thought and discovered will be forgotten and all of this will have been for naught. Maybe that time is coming soon and maybe it is millions of years away, but even if we survive the collapse of our sun, we will not survive forever. There was time before organisms experienced consciousness, and there will be time after. And if the inevitability of human oblivion worries you, I encourage you to ignore it. God knows that’s what everyone else does.”","John Green,",life
"“I DON'T CARE!"" Harry yelled at them, snatching up a lunascope and throwing it into the fireplace. ""I'VE HAD ENOUGH, I'VE SEEN ENOUGH, I WANT OUT, I WANT IT TO END, I DON'T CARE ANYMORE!""""You do care,"" said Dumbledore. He had not flinched or made a single move to stop Harry demolishing his office. His expression was calm, almost detached. ""You care so much you feel as though you will bleed to death with the pain of it.”","J.K. Rowling,",life
"“We have to dare to be ourselves, however frightening or strange that self may prove to be.”",May Sarton,life
“Anyone who lives within their means suffers from a lack of imagination.”,Oscar Wilde,life
"“If my life is going to mean anything, I have to live it myself.”","Rick Riordan,",life
“Life is a book and there are a thousand pages I have not yet read.”,"Cassandra Clare,",life
"“When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘happy’. They told me I didn’t understand the assignment, and I told them they didn’t understand life.”",John Lennon,life
"“Of all sad words of tongue or pen, the saddest are these, 'It might have been.”","John Greenleaf Whittier,",life
"“A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.”",George Bernard Shaw,life
"“If you're reading this...Congratulations, you're alive.If that's not something to smile about,then I don't know what is.”","Chad Sugg,",life
"“Do not let your fire go out, spark by irreplaceable spark in the hopeless swamps of the not-quite, the not-yet, and the not-at-all. Do not let the hero in your soul perish in lonely frustration for the life you deserved and have never been able to reach. The world you desire can be won. It exists.. it is real.. it is possible.. it's yours.”","Ayn Rand,",life
“The flower that blooms in adversity is the rarest and most beautiful of all.”,"Walt Disney Company,",life
"“Monsters are real, and ghosts are real too. They live inside us, and sometimes, they win.”",Stephen King,life
“Life can only be understood backwards; but it must be lived forwards.”,Søren Kierkegaard,life
"“The best index to a person's character is how he treats people who can't do him any good, and how he treats people who can't fight back.”",Abigail Van Buren,life
“The most important thing is to enjoy your life—to be happy—it's all that matters.”,Audrey Hepburn,life
"“People aren't either wicked or noble. They're like chef's salads, with good things and bad things chopped and mixed together in a vinaigrette of confusion and conflict.”","Lemony Snicket,",life
"“Do not go where the path may lead, go instead where there is no path and leave a trail.”",Ralph Waldo Emerson,life
"“My experience of life is that it is not divided up into genres; it’s a horrifying, romantic, tragic, comical, science-fiction cowboy detective novel. You know, with a bit of pornography if you're lucky.”",Alan Moore,life
“I love to see a young girl go out and grab the world by the lapels. Life's a bitch. You've got to go out and kick ass.”,maya angelou,life
"“I don't know the question, but sex is definitely the answer.”",Woody Allen,life
“Two possibilities exist: either we are alone in the Universe or we are not. Both are equally terrifying.”,Arthur C. Clarke,life
"“Religion has actually convinced people that there's an invisible man living in the sky who watches everything you do, every minute of every day. And the invisible man has a special list of ten things he does not want you to do. And if you do any of these ten things, he has a special place, full of fire and smoke and burning and torture and anguish, where he will send you to live and suffer and burn and choke and scream and cry forever and ever 'til the end of time!But He loves you. He loves you, and He needs money! He always needs money! He's all-powerful, all-perfect, all-knowing, and all-wise, somehow just can't handle money!”",George Carlin,life
“Remember: the time you feel lonely is the time you most need to be by yourself. Life's cruelest irony.”,"Douglas Coupland,",life
“Nobody realizes that some people expend tremendous energy merely to be normal.”,Albert Camus,life
"“People are afraid of themselves, of their own reality; their feelings most of all. People talk about how great love is, but that’s bullshit. Love hurts. Feelings are disturbing. People are taught that pain is evil and dangerous. How can they deal with love if they’re afraid to feel? Pain is meant to wake us up. People try to hide their pain. But they’re wrong. Pain is something to carry, like a radio. You feel your strength in the experience of pain. It’s all in how you carry it. That’s what matters. Pain is a feeling. Your feelings are a part of you. Your own reality. If you feel ashamed of them, and hide them, you’re letting society destroy your reality. You should stand up for your right to feel your pain.”",Jim Morrison,life
"“Life is pain, highness. Anyone who says differently is selling something.”","William Goldman,",life
"“It is said that your life flashes before your eyes just before you die. That is true, it's called Life.”","Terry Pratchett,",life
"“It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime...”","Khaled Hosseini,",life
“It isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. It is what you think about it.”,"Dale Carnegie,",life
