Quote,Author,Tag
“I'm not much but I'm all I have.”,"Philip K Dick,",time
"“All photographs are memento mori. To take a photograph is to participate in another person’s (or thing’s) mortality, vulnerability, mutability. Precisely by slicing out this moment and freezing it, all photographs testify to time’s relentless melt.”",Susan Sontag,time
"“There are moments when I wish I could roll back the clock and take all the sadness away, but I have the feeling that if I did, the joy would be gone as well.”","Nicholas Sparks,",time
"“Time isn’t precious at all, because it is an illusion. What you perceive as precious is not time but the one point that is out of time: the Now. That is precious indeed. The more you are focused on time—past and future—the more you miss the Now, the most precious thing there is.”","Eckhart Tolle,",time
“There is more to life than simply increasing its speed.”,Mahatma Gandhi,time
"“She wanted none of those days to end, and it was always with disappointment that she watched the darkness stride forward. ”","Markus Zusak,",time
“The three rules of the Librarians of Time and Space are: 1) Silence; 2) Books must be returned no later than the last date shown; and 3) Do not interfere with the nature of causality.”,"Terry Pratchett,",time
"“Until you value yourself, you won't value your time. Until you value your time, you will not do anything with it.”","M. Scott Peck,",time
“And therein lies the whole of man's plight. Human time does not turn in a circle; it runs ahead in a straight line. That is why man cannot be happy: happiness is the longing for repetition.”,"Milan Kundera,",time
"“The cost of a thing is the amount of what I will call life which is required to be exchanged for it, immediately or in the long run.”","Henry David Thoreau,",time
"“It's worth making time to find the things that really stir your soul. That’s what makes you really feel alive. You have to say ‘no’ to other things you’re used to, and do it with all your heart.”",Roy T. Bennett,time
“The future came and went in the mildly discouraging way that futures do.”,"Neil Gaiman,",time
"“Time is a slippery thing: lose hold of it once, and its string might sail out of your hands forever.”","Anthony Doerr,",time
“Lost Time is never found again.”,"Benjamin Franklin,",time
"“It starts so young, and I'm angry about that. The garbage we're taught. About love, about what's ""romantic."" Look at so many of the so-called romantic figures in books and movies. Do we ever stop and think how many of them would cause serious and drastic unhappiness after The End? Why are sick and dangerous personality types so often shown a passionate and tragic and something to be longed for when those are the very ones you should run for your life from? Think about it. Heathcliff. Romeo. Don Juan. Jay Gatsby. Rochester. Mr. Darcy. From the rigid control freak in The Sound of Music to all the bad boys some woman goes running to the airport to catch in the last minute of every romantic comedy. She should let him leave. Your time is so valuable, and look at these guys--depressive and moody and violent and immature and self-centered. And what about the big daddy of them all, Prince Charming? What was his secret life? We dont know anything about him, other then he looks good and comes to the rescue.”","Deb Caletti,",time
"“Eventually, all things merge into one, and a river runs through it. The river was cut by the world's great flood and runs over rocks from the basement of time. On some of the rocks are timeless raindrops. Under the rocks are the words, and some of the words are theirs. I am haunted by waters.”","Norman Maclean,",time
"“There will be time, there will be timeTo prepare a face to meet the faces that you meet.”",T.S. Eliot.,time
“Never waste a minute thinking about people you don't like.”,Dwight D. Eisenhower,time
“Only time can heal your broken heart. Just as only time can heal his broken arms and legs.”,Miss Piggy,time
“There is no time for cut-and-dried monotony. There is time for work. And time for love. That leaves no other time.”,Coco Chanel,time
“Time spent with a cat is never wasted.”,Colette,time
"“Time is an equal opportunity employer. Each human being has exactly the same number of hours and minutes every day. Rich people can't buy more hours. Scientists can't invent new minutes. And you can't save time to spend it on another day. Even so, time is amazingly fair and forgiving. No matter how much time you've wasted in the past, you still have an entire tomorrow.”",Denis Waitley,time
"“It is not time or opportunity that is to determine intimacy;—it is disposition alone. Seven years would be insufficient to make some people acquainted with each other, and seven days are more than enough for others.”","Jane Austen,",time
"“The future starts today, not tomorrow.”",Pope John Paul II,time
"“The Moving Finger writes; and, having writ,Moves on: nor all thy Piety nor WitShall lure it back to cancel half a Line,Nor all thy Tears wash out a Word of it.”",Omar Khayyám,time
"“Fantasy, if it's really convincing, can't become dated, for the simple reason that it represents a flight into a dimension that lies beyond the reach of time.”",Walt Disney,time
"“I give you this to take with you:Nothing remains as it was. If you know this, you canbegin again, with pure joy in the uprooting.”","Judith Minty,",time
“Life is short. Focus on what really matters most. You have to change your priorities over time.”,"Roy T. Bennett,",time
“Clocks slay time... time is dead as long as it is being clicked off by little wheels; only when the clock stops does time come to life.”,"William Faulkner,",time
“Punctuality is the thief of time”,Oscar Wilde,time
