Quote,Author,Tag
“What's done is done. What's gone is gone. One of life's lessons is always moving on. It’s okay to look back to see how far you’ve come but keep moving forward.”,"Roy T. Bennett,",motivational
"“To have what you have never had, you have to do what you have never done.”","Roy T. Bennett,",motivational
"“Patience Is Not the Ability to Wait: Patience is not the ability to wait. Patience is to be calm no matter what happens, constantly take action to turn it to positive growth opportunities, and have faith to believe that it will all work out in the end while you are waiting.”","Roy T. Bennett,",motivational
"“People are always blaming their circumstances for what they are. I don't believe in circumstances. The people who get on in this world are the people who get up and look for the circumstances they want, and if they can't find them, make them.”","George Bernard Shaw,",motivational
"“Action may not always bring happiness, but there is no happiness without action. ”",William James,motivational
"“Do not stop thinking of life as an adventure. You have no security unless you can live bravely, excitingly, imaginatively; unless you can choose a challenge instead of competence.”","Eleanor Roosevelt,",motivational
“Do not let arrogance go to your head and despair to your heart; do not let compliments go to your head and criticisms to your heart; do not let success go to your head and failure to your heart.”,"Roy T. Bennett,",motivational
"“Get Off The Scale!You are beautiful. Your beauty, just like your capacity for life, happiness, and success, is immeasurable. Day after day, countless people across the globe get on a scale in search of validation of beauty and social acceptance.Get off the scale! I have yet to see a scale that can tell you how enchanting your eyes are. I have yet to see a scale that can show you how wonderful your hair looks when the sun shines its glorious rays on it. I have yet to see a scale that can thank you for your compassion, sense of humor, and contagious smile. Get off the scale because I have yet to see one that can admire you for your perseverance when challenged in life.It’s true, the scale can only give you a numerical reflection of your relationship with gravity. That’s it. It cannot measure beauty, talent, purpose, life force, possibility, strength, or love. Don’t give the scale more power than it has earned. Take note of the number, then get off the scale and live your life. You are beautiful!”","Steve Maraboli,",motivational
"“If you hang out with chickens, you're going to cluck and if you hang out with eagles, you're going to fly.”","Steve Maraboli,",motivational
"“The biggest wall you have to climb is the one you build in your mind: Never let your mind talk you out of your dreams, trick you into giving up. Never let your mind become the greatest obstacle to success. To get your mind on the right track, the rest will follow.”","Roy T. Bennett,",motivational
"“Courage is feeling fear, not getting rid of fear, and taking action in the face of fear.”","Roy T. Bennett,",motivational
"“However mean your life is, meet it and live it; do not shun it and call it hard names. It is not so bad as you are. It looks poorest when you are richest. The fault-finder will find faults even in paradise. Love your life, poor as it is. You may perhaps have some pleasant, thrilling, glorious hours, even in a poorhouse. The setting sun is reflected from the windows of the almshouse as brightly as from the rich man's abode; the snow melts before its door as early in the spring. I do not see but a quiet mind may live as contentedly there, and have as cheering thoughts, as in a palace.”","Henry David Thoreau,",motivational
"“Renew, release, let go. Yesterday’s gone. There’s nothing you can do to bring it back. You can’t “should’ve” done something. You can only DO something. Renew yourself. Release that attachment. Today is a new day!”","Steve Maraboli,",motivational
"“You Are the Master of Your AttitudeYou cannot control what happens to you, but you can control the way you think about all the events. You always have a choice. You can choose to face them with a positive mental attitude.”","Roy T. Bennett,",motivational
“You are the average of the five people you spend the most time with.”,Jim Rohn,motivational
“How would your life be different if…You walked away from gossip and verbal defamation? Let today be the day…You speak only the good you know of other people and encourage others to do the same.”,"Steve Maraboli,",motivational
"“Live the Life of Your DreamsWhen you start living the life of your dreams, there will always be obstacles, doubters, mistakes and setbacks along the way. But with hard work, perseverance and self-belief there is no limit to what you can achieve.”","Roy T. Bennett,",motivational
"“Each day brings new opportunities, allowing you to constantly live with love—be there for others—bring a little light into someone's day. Be grateful and live each day to the fullest.”","Roy T. Bennett,",motivational
"“You are unique. You have different talents and abilities. You don’t have to always follow in the footsteps of others. And most important, you should always remind yourself that you don't have to do what everyone else is doing and have a responsibility to develop the talents you have been given.”","Roy T. Bennett,",motivational
"“Forget yesterday - it has already forgotten you. Don't sweat tomorrow - you haven't even met. Instead, open your eyes and your heart to a truly precious gift - today.”","Steve Maraboli,",motivational
"“I write for the same reason I breathe - because if I didn't, I would die.”",Isaac Asimov,motivational
"“You cannot change anyone, but you can be the reason someone changes.”","Roy T. Bennett,",motivational
"“Don’t let others tell you what you can’t do. Don't let the limitations of others limit your vision. If you can remove your self-doubt and believe in yourself, you can achieve what you never thought possible.”","Roy T. Bennett,",motivational
"“You have to accept whatever comes, and the only important thing is that you meet it with the best you have to give.”",Eleanor Roosevelt,motivational
“The surest way to make your dreams come true is to live them.”,Roy T. Bennett,motivational
“Only he who attempts the absurd is capable of achieving the impossible.”,Miguel de Unamuno,motivational
"“In the end, you have to choose whether or not to trust someone.”","Sophie Kinsella,",motivational
"“I want to live my life in such a way that when I get out of bed in the morning, the devil says, ""aw shit, he's up!”","Steve Maraboli,",motivational
“Don't wish it were easier. Wish you were better.”,Jim Rohn,motivational
"“Great leaders create more leaders, not followers.”","Roy T. Bennett,",motivational
"“If you don’t give up on something you truly believe in, you will find a way.”",Roy T. Bennett,motivational
“Be the positive impact on the lives of others.”,Roy T. Bennett,motivational
“Turn your obstacles into opportunities and your problems into possibilities.”,"Roy T. Bennett,",motivational
"“One of the most spiritual things you can do is embrace your humanity. Connect with those around you today. Say, ""I love you"", ""I'm sorry"", ""I appreciate you"", ""I'm proud of you""...whatever you're feeling. Send random texts, write a cute note, embrace your truth and share it...cause a smile today for someone else...and give plenty of hugs.”",Steve Maraboli,motivational
“Discipline Your Mind to Think Positively: Discipline your mind to see the good in every situation and look on the best side of every event.”,"Roy T. Bennett,",motivational
