Quote,Author,Tag
"“I'm about to make a wild, extreme and severe relationship rule: the word busy is a load of crap and is most often used by assholes. The word ""busy"" is the relationship Weapon of Mass Destruction. It seems like a good excuse, but in fact in every silo you uncover, all you're going to find is a man who didn't care enough to call. Remember men are never to busy to get what they want.”",Greg Behrendt,truth
"“When you are sorrowful look again in your heart, and you shall see that in truth you are weeping for that which has been your delight.”",Kahlil Gibran,truth
"“There are times to stay put, and what you want will come to you, and there are times to go out into the world and find such a thing for yourself.”","Lemony Snicket,",truth
"“The truth isn't always beauty, but the hunger for it is.”",Nadine Gordimer,truth
"“People often claim to hunger for truth, but seldom like the taste when it's served up.”","George R.R. Martin,",truth
"“Much of what was said did not matter, and that much of what mattered could not be said.”","Katherine Boo,",truth
"“People think that a liar gains a victory over his victim. What I’ve learned is that a lie is an act of self-abdication, because one surrenders one’s reality to the person to whom one lies, making that person one’s master, condemning oneself from then on to faking the sort of reality that person’s view requires to be faked…The man who lies to the world, is the world’s slave from then on…There are no white lies, there is only the blackest of destruction, and a white lie is the blackest of all.”","Ayn Rand,",truth
"“I'm for truth, no matter who tells it. I'm for justice, no matter who it is for or against. I'm a human being, first and foremost, and as such I'm for whoever and whatever benefits humanity as a whole.”",Malcolm X,truth
"“All right,"" said Susan. ""I'm not stupid. You're saying humans need... fantasies to make life bearable.""REALLY? AS IF IT WAS SOME KIND OF PINK PILL? NO. HUMANS NEED FANTASY TO BE HUMAN. TO BE THE PLACE WHERE THE FALLING ANGEL MEETS THE RISING APE.""Tooth fairies? Hogfathers? Little—""YES. AS PRACTICE. YOU HAVE TO START OUT LEARNING TO BELIEVE THE LITTLE LIES.""So we can believe the big ones?""YES. JUSTICE. MERCY. DUTY. THAT SORT OF THING.""They're not the same at all!""YOU THINK SO? THEN TAKE THE UNIVERSE AND GRIND IT DOWN TO THE FINEST POWDER AND SIEVE IT THROUGH THE FINEST SIEVE AND THEN SHOW ME ONE ATOM OF JUSTICE, ONE MOLECULE OF MERCY. AND YET—Death waved a hand. AND YET YOU ACT AS IF THERE IS SOME IDEAL ORDER IN THE WORLD, AS IF THERE IS SOME...SOME RIGHTNESS IN THE UNIVERSE BY WHICH IT MAY BE JUDGED.""Yes, but people have got to believe that, or what's the point—""MY POINT EXACTLY.”","Terry Pratchett,",truth
"“The truth is not always beautiful, nor beautiful words the truth.”","Lao Tzu,",truth
“We live in an age when unnecessary things are our only necessities.”,Oscar Wilde,truth
"“Men may be stronger, but it is women who endure.”","Cassandra Clare,",truth
"“There’s no such thing as ruining your life. Life’s a pretty resilient thing, it turns out.”","Sophie Kinsella,",truth
“You can safely assume you've created God in your own image when it turns out that God hates all the same people you do.”,Anne Lamott,truth
“A thinker sees his own actions as experiments and questions--as attempts to find out something. Success and failure are for him answers above all.”,Friedrich Nietzsche,truth
"“If you look for truth, you may find comfort in the end; if you look for comfort you will not get either comfort or truth only soft soap and wishful thinking to begin, and in the end, despair.”",C.S. Lewis,truth
“Just because you don't understand it doesn't mean it isn't so.”,"Lemony Snicket,",truth
